disease_group_id,disease_group_name,report_group_code,train_rows,train_case_count,test_rows,test_case_count,data_support,catalog_support_level,model_supported,top1_recall,top5_recall,average_true_rank,predicted_top1_rows,predicted_top1_case_count,top1_prediction_share,actual_test_share,prediction_to_actual_ratio,adequate_support_for_ranking,relatively_good,very_weak_or_unsupported
259,Dị tật bẩm sinh khác của bộ máy sinh dục tiết niệu - Other malformations of the genitourinary system,"Q38-Q40,Q42-Q45",3056,7524,830,2181,high,high,True,0.04126547455295736,0.597890875745071,6.016964695093994,939,1957,0.04133139031447338,0.046062218843058986,0.8972948188904173,True,True,False
260,Tinh hoàn lạc chỗ - Undescended testicle,Q53,824,1211,202,273,high,high,True,0.0,0.0,22.54945054945055,0,0,0.0,0.0057656972692137105,0.0,True,False,True
261,Dị dạng bẩm sinh của bộ máy sinh dục tiết niệu - Congenital malformations of genital organs,"Q50-Q52,Q54-Q64",1561,2259,367,511,high,high,True,0.0,0.0,16.418786692759294,0,0,0.0,0.01079220258083592,0.0,True,False,True
262,Dị dạng bẩm sinh hông - Congenital deformities of hip,Q65,48,49,24,28,low,low,True,0.0,0.0,80.0,0,0,0.0,0.0005913535660732011,0.0,False,False,True
263,Dị dạng bẩm sinh bàn chân - Congenital deformities of feet,Q66,47,59,8,8,low,low,True,0.0,0.0,99.625,0,0,0.0,0.00016895816173520032,0.0,False,False,True
264,Dị dạng bẩm sinh khác của hệ xương và cơ - Other congenital malformations and deformations of the musculo skeletal system,Q67-Q79,553,602,146,161,medium,medium,True,0.0,0.0,45.04968944099379,0,0,0.0,0.0034002830049209066,0.0,True,False,True
265,Dị dạng bẩm sinh khác - Other congenital malformations,"Q10-Q18,Q30-Q34,Q80-Q89",824,941,230,250,high,high,True,0.0,0.0,34.816,0,0,0.0,0.00527994255422501,0.0,True,False,True
266,"Dị thường nhiễm sắc thể, chưa xếp ở chỗ khác - Chromosomal abnormalities, not elsewhere sclassified",Q90-Q99,11,11,4,4,low,low,True,0.0,0.0,149.25,0,0,0.0,8.447908086760016e-05,0.0,False,False,True
267,Đau bụng và khung chậu - Abdominal and pelvic pain,R10,368,398,144,158,medium,medium,True,0.0,0.0,37.86708860759494,0,0,0.0,0.0033369236942702063,0.0,True,False,True
268,Sốt không rõ nguyên nhân - Fever of unknown origin,R50,38,39,15,16,low,low,True,0.0,0.0,110.4375,0,0,0.0,0.00033791632347040065,0.0,False,False,True
27,Sốt Rickettsia - Typhus fever,A75,57,57,9,9,low,low,True,0.0,0.0,78.55555555555556,0,0,0.0,0.00019007793195210037,0.0,False,False,True
270,"Các triệu chứng, dấu hiệu và kết quả bất thường về khám lâm sàng và xét nghiệm khác, chưa xếp ở chỗ khác - Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R09,R11-R49,R51-R53,R55-R99",1967,2509,776,1132,high,high,True,0.0,0.0,14.242049469964664,0,0,0.0,0.023907579885530845,0.0,True,False,True
271,Vỡ xương sọ và các xương mặt - Fracture of skull and facial bones,S02,323,334,116,121,medium,medium,True,0.0,0.0,56.553719008264466,0,0,0.0,0.002555492196244905,0.0,True,False,True
272,"Gãy xương cổ, ngực, khung chậu - Fracture of neck, thorax or pelvis.","S12,S22,S32,T08",11,11,4,4,insufficient,insufficient,True,0.0,0.0,157.75,0,0,0.0,8.447908086760016e-05,0.0,False,False,True
273,Gãy xương đùi - Fracture of femur,S72,326,345,159,168,medium,medium,True,0.0,0.0,48.857142857142854,0,0,0.0,0.0035481213964392065,0.0,True,False,True
274,Gãy các phần khác của chi do lao động và giao thông - Fracture of other lim bones,"S42,S52,S62,S82,S92,T10,T12",2040,2712,646,907,high,high,True,0.03307607497243661,0.5446527012127894,8.117971334068358,506,601,0.012692981900356923,0.019155631586728335,0.6626240352811467,True,True,False
276,"Sai khớp, bong gân, tổn thương khu trú và ở nhiều vùng cơ thể - Dislocations, sprains and strains of specified and multiple body regions","S03,S13,S23,S33,S43,S53,S63,S73,S83,S93,T03",19,19,8,8,low,low,True,0.0,0.0,115.0,0,0,0.0,0.00016895816173520032,0.0,False,False,True
277,Thương tổn do chấn thương ở mắt và hốc mắt - Injury of eye and orbit,S05,3,3,1,1,insufficient,insufficient,True,0.0,0.0,220.0,0,0,0.0,2.111977021690004e-05,0.0,False,False,True
278,Thương tổn do chấn thương trong sọ - Intracranial injury,S06,639,684,251,266,high,high,True,0.0,0.0,38.41353383458647,0,0,0.0,0.005617858877695411,0.0,True,False,True
279,Thương tổn do chấn thương các nội tạng khác - Injury of other internal organs,"S26-S27,S36-S37",64,64,14,14,low,low,True,0.0,0.0,93.71428571428571,0,0,0.0,0.00029567678303660055,0.0,False,False,True
280,Chấn thương dập nát và cắt cụt đã xác định và nhiều vùng trong cơ thể - Fracture of other lim bones,"S07-S08,S17-S18,S28,S38,S47-S48,S57-S58,S67-S68,S77-S78,S87-S88,S97-S98,T04-T05",0,0,0,0,unsupported,insufficient,False,,,,0,0,0.0,0.0,,False,False,False
281,"Các tổn thương khác do chấn thương xác định và ở nhiều nơi - Other injuries of specified, unspecified and multiple body regions","S00-S01,S04,S09-S11,S14-S16,S19-S21,S24-S25,S29-S31,S34-S35,S39-S41,S44-S46,S49-S51,S54-S56,S59-S61,S64-S66,S69-S71,S74-S76,S79-S81,S84-S86,S89-S91,S94-S96,S99-T01,T06-T07,T09,T13-T14",1015,1141,324,361,high,high,True,0.0,0.0,27.678670360110804,0,0,0.0,0.007624237048300914,0.0,True,False,True
282,Hậu quả do dị vật vào hốc tự nhiên - Effects of foreign body entert hrough natural orifice,T15-T19,373,382,119,121,medium,medium,True,0.0,0.0,49.34710743801653,0,0,0.0,0.002555492196244905,0.0,True,False,True
283,Bỏng và sự ăn mòn - Burnss and corrosions,T20-T32,405,429,134,141,medium,medium,True,0.0,0.0,48.354609929078016,0,0,0.0,0.0029778876005829057,0.0,True,False,True
284,Nhiễm độc thuốc và các sinh phẩm - Poisoning by drugs and biological substances,T36-T50,23,23,22,23,low,low,True,0.0,0.0,135.2608695652174,0,0,0.0,0.0004857547149887009,0.0,False,False,True
285,Tác hại của các chất có nguồn gốc chủ yếu không phải thuốc - Toxic effects of substances chiefly nonmedical as to source,T51-T65,36,38,16,16,low,low,True,0.0,0.0,104.5,0,0,0.0,0.00033791632347040065,0.0,False,False,True
287,Hậu quả của các nguyên nhân bên ngoài khác và không xác định - Other and unspecified effects of external causes,"T33-T35,T66-T73,T75-T78",168,172,71,72,medium,medium,True,0.0,0.0,69.88888888888889,0,0,0.0,0.001520623455616803,0.0,True,False,True
288,"Một số biến chứng sớm của chấn thương, của chăm sóc ngoại khoa và y học, chưa xếp ở nơi khác - Certain early complications of trauma and complications of surgical and medical care, not elsewhere classified",T79-T88,150,154,53,54,medium,medium,True,0.0,0.0,76.68518518518519,0,0,0.0,0.0011404675917126021,0.0,True,False,True
289,"Di chứng, thương tổn do chấn thương, do ngộ độc và hậu quả khác do nguyên nhân bên ngoài - Sequalae of injuries, of poisoning and of other consequences of external causes",T90-T98,4,4,0,0,insufficient,insufficient,True,,,,0,0,0.0,0.0,,False,False,False
290,Tai nạn giao thông - Transport accidént,V01-V99,5,5,0,0,insufficient,insufficient,True,,,,0,0,0.0,0.0,,False,False,False
291,Tai nạn do các nguyên nhân sức mạnh cơ học và không cố ý - exposure to inanimate mechanical forces,W00-W64,32,32,12,12,low,low,True,0.0,0.0,119.58333333333333,0,0,0.0,0.0002534372426028005,0.0,False,False,True
292,"Tai nạn chết đuối, chết chìm - Accident drowning and submersion",W65-W84,5,5,3,3,insufficient,insufficient,True,0.0,0.0,129.0,0,0,0.0,6.335931065070012e-05,0.0,False,False,True
294,"Tai nạn do khói, lửa, đám cháy - expossure to smoke, fire and fpames",X00-X09,0,0,1,2,unsupported,insufficient,False,0.0,0.0,,0,0,0.0,4.223954043380008e-05,0.0,False,False,True
295,Tai nạn do tiếp xúc với các chất nóng - contact with heat and hot,X10-X19,0,0,1,1,unsupported,insufficient,False,0.0,0.0,,0,0,0.0,2.111977021690004e-05,0.0,False,False,True
296,Tai nạn do tiếp xúc với động vật và cây độc - Contact with venomous animals and plants,X20-X29,25,25,15,16,low,low,True,0.0,0.0,129.125,0,0,0.0,0.00033791632347040065,0.0,False,False,True
297,Tai nạn ngộ độc do các chất độc - Accident poisoning by and exposure to noxious substances,X40-X49,8,8,0,0,insufficient,insufficient,True,,,,0,0,0.0,0.0,,False,False,False
298,Tự tử - Intentional self-harm,X60-X84,0,0,0,0,unsupported,insufficient,False,,,,0,0,0.0,0.0,,False,False,False
299,Bạo lực đánh nhau - Assault,X85-Y09,21,21,4,4,low,low,True,0.0,0.0,120.75,0,0,0.0,8.447908086760016e-05,0.0,False,False,True
30,Viêm não Virut - Viral encephalitis,A83-A86,39,39,18,19,low,low,True,0.0,0.0,115.47368421052632,0,0,0.0,0.00040127563412110077,0.0,False,False,True
300,Tai biến của thuốc và các chất sinh học trong điều trị - Drugs medicament and biological substances causing adverseeffects in therapeutic use.,Y40-Y59,690,860,144,165,high,high,True,0.0,0.012121212121212121,19.53939393939394,0,0,0.0,0.0034847620857885067,0.0,True,False,True
304,Người tiếp xúc với các dịch vụ y tế làm các khám xét và điều tra - Person encountering health services for examination and investigation,Z00-Z01,29,29,2,2,low,low,True,0.0,0.0,104.0,0,0,0.0,4.223954043380008e-05,0.0,False,False,True
306,Người có nguy cơ liên quan đến bệnh truyền nhiễm - Other persons with potential health hazards related to communicable diseases,"Z20,Z22-Z29",1,1,20,21,low,low,True,0.0,0.0,206.47619047619048,0,0,0.0,0.0004435151745549008,0.0,False,False,True
311,Bệnh do tiếp xúc với dịch vụ y tế phải chăm sóc và khám xét đặc biệt - Persons encountering health services for specific procedures and health care,Z40-Z54,737,811,256,292,high,high,True,0.0,0.0,37.07876712328767,0,0,0.0,0.006166972903334812,0.0,True,False,True
312,Bệnh do tiếp xúc với dịch vụ y tế vì những lý do khác - Person encoutering health services for other reasons,"Z31-Z33,Z37,Z55-Z99",121,122,52,54,medium,medium,True,0.0,0.0,77.85185185185185,0,0,0.0,0.0011404675917126021,0.0,True,False,True
313,COVID-19 * U07.1 là bệnh nhân COVID-19 có kết quả xét nghiệm SARS-CoV-2 dương tính cập nhật theo hướng dẫn chẩn đoán và điều trị của Bộ Y tế.,U07.1,1179,1947,2,2,high,high,True,0.0,0.0,45.5,369,382,0.008067752222855815,4.223954043380008e-05,191.0,False,False,True
32,Sốt virut khác do tiết túc truyền và sốt virus xuất huyết - Other arthropod,"A90-A94,A96-A99",3080,5497,642,828,high,high,True,0.25120772946859904,0.6714975845410628,6.723429951690822,3162,3836,0.08101543855202856,0.017487169739593234,4.632850241545894,True,True,False
33,Nhiễm virut Héc-pét - Herpesviral infections,B00,4,4,3,3,insufficient,insufficient,True,0.0,0.0,192.33333333333334,0,0,0.0,6.335931065070012e-05,0.0,False,False,True
34,Thuỷ đậu và zôna - Varicella and Zoster,B01-B02,61,61,26,26,low,low,True,0.0,0.0,93.26923076923077,0,0,0.0,0.000549114025639401,0.0,False,False,True
35,Sởi - Measles,B05,0,0,832,1547,unsupported,high,False,0.0,0.0,,0,0,0.0,0.03267228452554436,0.0,False,False,True
37,Viêm gan B cấp - Acute hepatitis B,B16,3,3,3,3,insufficient,insufficient,True,0.0,0.0,192.66666666666666,0,0,0.0,6.335931065070012e-05,0.0,False,False,True
38,Viêm gan virut khác - Other viral hepatitis,"B15,B17-B19",16,16,2,2,low,low,True,0.0,0.0,138.5,0,0,0.0,4.223954043380008e-05,0.0,False,False,True
39,Nhiễm HIV - Human immuno deficiency virus disease,B20-B24,4,4,8,8,insufficient,insufficient,True,0.0,0.0,186.625,0,0,0.0,0.00016895816173520032,0.0,False,False,True
4,Lỵ Amip - Amoebiasis,A06,19,19,1,1,low,low,True,0.0,0.0,117.0,0,0,0.0,2.111977021690004e-05,0.0,False,False,True
40,Quai bị - Mumps,B26,0,0,2,2,unsupported,insufficient,False,0.0,0.0,,0,0,0.0,4.223954043380008e-05,0.0,False,False,True
41,Bệnh virut khác - Other viral diseases,"A81,A87-A89,B03-B04,B07-B09,B25,B27-B34",2806,6809,573,817,high,high,True,0.006119951040391677,0.34516523867809057,10.447980416156671,96,229,0.0048364273796701095,0.017254852267207334,0.2802937576499388,True,False,False
42,Nấm - Mycoses,B35-B49,11,11,4,4,insufficient,insufficient,True,0.0,0.0,139.75,0,0,0.0,8.447908086760016e-05,0.0,False,False,True
47,Các nhiễm khuẩn do sán lá - Other fluke infections,B66,1,1,0,0,insufficient,insufficient,True,,,,0,0,0.0,0.0,,False,False,False
48,Sán Echinococ - Echinococcosis,B67,1,1,0,0,insufficient,insufficient,True,,,,0,0,0.0,0.0,,False,False,False
5,"Ỉa chảy, viêm dạy dày, ruột non có nguồn gốc nhiễm khuẩn - Diarrhoea and gastroenteritis of presumed infectious origin.",A09,2222,3930,1090,2356,high,high,True,0.0008488964346349745,0.1298811544991511,11.595076400679117,19,37,0.0007814314980253015,0.049758178631016496,0.015704584040747028,True,False,False
53,Bệnh giun sán khác - Other Helminthiases,"B68-B71,B75,B77-B83",12,12,2,2,insufficient,insufficient,True,0.0,0.0,145.5,0,0,0.0,4.223954043380008e-05,0.0,False,False,True
57,Bệnh nhiễm khuẩn và kí sinh vật khác - Other infectious and parasitic diseases,"A65-A67,A69-A70,A74,A77-A79,B58-B64,B85-B89,B94-B99",181,185,26,26,medium,medium,True,0.0,0.0,70.76923076923077,0,0,0.0,0.000549114025639401,0.0,True,False,True
58,"U ác môi, khoang miệng, họng - Malignant neoplasm of lip, oral cavity and pharynx",C00-C14,25,25,0,0,low,low,True,,,,0,0,0.0,0.0,,False,False,False
6,Các bệnh nhiễm khuẩn ruột khác - Other intestinal infectious diseases,"A02,A04-A05,A07-A08",3387,7029,1035,2190,high,high,True,0.0013698630136986301,0.7424657534246575,6.576255707762557,25,48,0.001013748970411202,0.04625229677501109,0.021917808219178082,True,True,False
60,U ác dạ dày - Malignant neoplasm of stomach,C16,1,1,1,1,insufficient,insufficient,True,0.0,0.0,212.0,0,0,0.0,2.111977021690004e-05,0.0,False,False,True
61,U ác đại tràng - Malignant neoplasm of colon,C18,0,0,2,2,unsupported,insufficient,False,0.0,0.0,,0,0,0.0,4.223954043380008e-05,0.0,False,False,True
62,"U ác chỗ nối trực tràng sigma, trực tràng, hậu môn và ống hậu môn - Malignant neoplasm of rectosigmoid function, rectum, anus and anal canal",C19-C21,6,6,0,0,insufficient,insufficient,True,,,,0,0,0.0,0.0,,False,False,False
63,U ác gan và đường mật trong gan - Malignant neoplasm of liver and intrahepatic bile ducts,C22,268,284,54,55,medium,medium,True,0.0,0.0,65.76363636363637,0,0,0.0,0.0011615873619295022,0.0,True,False,True
64,U ác tụy - Malignant neoplasm of pancreas,C25,9,9,2,2,insufficient,insufficient,True,0.0,0.0,145.5,0,0,0.0,4.223954043380008e-05,0.0,False,False,True
65,Các u khác cơ quan tiêu hoá - Other malignant neoplasms of digestive organs,"C17,C23-C24,C26",5,5,3,3,low,low,True,0.0,0.0,176.0,0,0,0.0,6.335931065070012e-05,0.0,False,False,True
67,"U ác khí quản, phế quản và phổi - Malignant neoplasms of trachea, bronchus and lung",C33-C34,0,0,0,0,unsupported,insufficient,False,,,,0,0,0.0,0.0,,False,False,False
68,Các u khác cơ quan hô hấp và lồng ngực - Other malignant neplasm of respiratory and intrathoracic,"C30-C31,C37-C39",240,243,47,47,medium,medium,True,0.0,0.0,66.85106382978724,0,0,0.0,0.000992629200194302,0.0,True,False,True
69,U ác xương và sụn khớp - Malignant neoplasms of bone and articular cartilage,C40-C41,385,413,61,65,medium,medium,True,0.0,0.0,34.56923076923077,0,0,0.0,0.0013727850640985026,0.0,True,False,True
7,Lao bộ máy hô hấp - Respiratory tuberculosis,A15-A16,35,35,4,4,low,low,True,0.0,0.0,112.0,0,0,0.0,8.447908086760016e-05,0.0,False,False,True
70,U ác hắc tố da - Malignant melanoma of skin,C43,10,10,1,1,insufficient,insufficient,True,0.0,0.0,166.0,0,0,0.0,2.111977021690004e-05,0.0,False,False,True
72,U ác mạc treo và các mô mềm - Malignantneoplasms of mesothelial and soft tissue,C45-C49,976,1167,162,190,high,high,True,0.0,0.0,28.736842105263158,0,0,0.0,0.0040127563412110075,0.0,True,False,True
73,U ác vú - Malignant neoplasm of breast,C50,1,1,0,0,insufficient,insufficient,True,,,,0,0,0.0,0.0,,False,False,False
74,U ác khác cơ quan sinh dục nữ - Malignant neoplasms of female genital organs,"C51-C52,C57-C58",31,32,0,0,low,low,True,,,,0,0,0.0,0.0,,False,False,False
76,U ác các phần khác và không xác định của tử cung - Malignant neoplasms of other and unspecified parts of uterus,C54-C55,248,273,66,73,medium,medium,True,0.0,0.0684931506849315,20.013698630136986,0,0,0.0,0.001541743225833703,0.0,True,False,True
78,U ác khác của cơ quan sinh dục nam - Other malignant neoplasms of male genital organs,"C60,C62-C63",59,61,39,45,low,low,True,0.0,0.0,77.4,0,0,0.0,0.0009503896597605018,0.0,False,False,True
79,U ác bàng quang - Malignant neoplasm of bladder,C67,47,48,2,2,low,low,True,0.0,0.0,172.0,0,0,0.0,4.223954043380008e-05,0.0,False,False,True
8,Các dạng lao khác - Other tuberculosis,A17-A19,57,57,18,19,low,low,True,0.0,0.0,93.78947368421052,0,0,0.0,0.00040127563412110077,0.0,False,False,True
80,U ác khác của đường tiết niệu - Other malignant neoplasms of uterinary tract,"C64-C66,C68",583,674,156,176,high,high,True,0.0,0.0,37.15340909090909,0,0,0.0,0.003717079558174407,0.0,True,False,True
81,U ác mắt và các phần phụ - Malignant neoplasm of eye and adnexa,C69,12,12,2,2,insufficient,insufficient,True,0.0,0.0,126.5,0,0,0.0,4.223954043380008e-05,0.0,False,False,True
82,U ác não - Malignant neoplasm of brain,C71,369,383,106,115,medium,medium,True,0.0,0.0,49.46086956521739,0,0,0.0,0.0024287735749435047,0.0,True,False,True
83,U ác các phần khác của hệ thần kinh trung ương - Malignant neoplasm of other parts of central nervous system,"C70,C72",12,12,18,18,low,low,True,0.0,0.0,166.61111111111111,0,0,0.0,0.00038015586390420075,0.0,False,False,True
84,"U ác các khu trú khác, khó định nghĩa, thứ phát, không xác định rõ và phức hợp - Malignant neoplasm of other and ill","C73-C80,C97",353,364,145,158,medium,medium,True,0.0,0.0,55.392405063291136,0,0,0.0,0.0033369236942702063,0.0,True,False,True
85,Bệnh Hodgkin - Hodgkin disease,C81,143,147,26,28,medium,medium,True,0.0,0.0,49.714285714285715,0,0,0.0,0.0005913535660732011,0.0,True,False,True
86,U bạch huyết không phải Hodgkin - Non-Hodgkin's lymphoma,C82-C85,736,820,180,198,high,high,True,0.0,0.0,25.252525252525253,0,0,0.0,0.004181714502946208,0.0,True,False,True
87,Bệnh bạch cầu - Leukaemia,C91-C95,2967,6036,777,1577,high,high,True,0.21116043119847813,0.7393785668991757,4.201648700063411,4401,5872,0.12401529071363704,0.03330587763205136,3.7235256816740647,True,True,False
88,"U ác limphô khác, cơ quan tạo máu và tổ chức có liên quan - Other malignant neoplasms of lymphoid, haematopoietic and related tissue","C86,C88-C90,C96",33,33,5,5,low,low,True,0.0,0.0,111.8,0,0,0.0,0.0001055988510845002,0.0,False,False,True
9,Dịch hạch - Plague,A20,1,1,0,0,insufficient,insufficient,True,,,,0,0,0.0,0.0,,False,False,False
90,U da lành - Benign neoplasm of skin,D22-D23,341,364,91,94,medium,medium,True,0.0,0.0,61.797872340425535,0,0,0.0,0.001985258400388604,0.0,True,False,True
91,U vú lành - Benign neoplasm of breast,D24,43,46,3,3,low,low,True,0.0,0.0,66.0,0,0,0.0,6.335931065070012e-05,0.0,False,False,True
92,U cơ trơn tử cung - Leiomyoma of uterus,D25,1,1,0,0,insufficient,insufficient,True,,,,0,0,0.0,0.0,,False,False,False
93,U buồng trứng lành - Benign neoplasm of ovary,D27,210,233,49,50,medium,medium,True,0.0,0.0,30.84,0,0,0.0,0.001055988510845002,0.0,True,False,True
94,U lành cơ quan tiết niệu - Benign neoplasm of urinary organs,D30,5,5,2,2,insufficient,insufficient,True,0.0,0.0,187.0,0,0,0.0,4.223954043380008e-05,0.0,False,False,True
95,U lành não và các phần khác của hệ thần kinh trung ương - Benign neoplasm of brain and other parts of central nervous system,D33,253,256,72,73,medium,medium,True,0.0,0.0,61.342465753424655,0,0,0.0,0.001541743225833703,0.0,True,False,True
96,"U khác insitu, lành tính và các u tiến triển không chắc chắn hoặc chưa rõ - Other insitus and benign neoplasms and neoplasms of uncertain or unknown behaviour","D00-D05,D07-D21,D26,D28-D29,D31-D32,D34-D48",1912,2391,540,657,high,high,True,0.0,0.0487062404870624,16.604261796042618,0,0,0.0,0.013875689032503326,0.0,True,False,True
97,Thiếu máu do thiếu sắt - Iron deficiency anaemia,D50,489,535,100,107,medium,medium,True,0.0,0.0,51.626168224299064,0,0,0.0,0.0022598154132083045,0.0,True,False,True
98,Thiếu máu khác - Other anaemias,D51-D64,1567,2206,340,472,high,high,True,0.0,0.15889830508474576,17.970338983050848,83,89,0.0018796595493041036,0.00996853154237682,0.1885593220338983,True,False,False
99,"Tổn thương chảy máu, bệnh khác của máu và cơ quan tạo máu - Haemorrhagic conditions and other diseases of blood, blood",D65-D77,2094,2722,644,901,high,high,True,0.005549389567147614,0.12319644839067703,11.804661487236404,59,70,0.0014783839151830027,0.019028912965426935,0.07769145394006659,True,False,False
